surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
11,Hud,هود,Hud,114,1587,وأقم ٱلصلوة طرفى ٱلنهار وزلفا من ٱليل  إن ٱلحسنت يذهبن ٱلسيـات  ذلك ذكرى للذكرين,Establish prayer ˹O Prophet˺ at both ends of the day and in the early part of the night. Surely good deeds wipe out evil deeds. That is a reminder for the mindful.,192,12,3,94,123,6236,Meccan,False,nan,16,"[وأقم,ٱلصلوة,طرفى,ٱلنهار,وزلفا,من,ٱليل,,إن,ٱلحسنت,يذهبن,ٱلسيـات,,ذلك,ذكرى,للذكرين]"
11,Hud,هود,Hud,115,1588,وٱصبر فإن ٱلله لا يضيع أجر ٱلمحسنين,And be patient! Certainly Allah does not discount the reward of the good-doers.,192,12,3,94,123,6236,Meccan,False,nan,7,"[وٱصبر,فإن,ٱلله,لا,يضيع,أجر,ٱلمحسنين]"
11,Hud,هود,Hud,116,1589,فلولا كان من ٱلقرون من قبلكم أولوا بقية ينهون عن ٱلفساد فى ٱلأرض إلا قليلا ممن أنجينا منهم  وٱتبع ٱلذين ظلموا ما أترفوا فيه وكانوا مجرمين,"If only there had been among the ˹destroyed˺ peoples before you, ˹O believers,˺ virtuous individuals who forbade corruption in the land—other than the few We had saved ˹from the torment˺. But the wrongdoers ˹only˺ pursued their ˹worldly˺ pleasures, becoming wicked.",192,12,3,94,123,6236,Meccan,False,nan,27,"[فلولا,كان,من,ٱلقرون,من,قبلكم,أولوا,بقية,ينهون,عن,ٱلفساد,فى,ٱلأرض,إلا,قليلا,ممن,أنجينا,منهم,,وٱتبع,ٱلذين,ظلموا,ما,أترفوا,فيه,وكانوا,مجرمين]"
11,Hud,هود,Hud,117,1590,وما كان ربك ليهلك ٱلقرى بظلم وأهلها مصلحون,And your Lord ˹O Prophet˺ would never destroy a society unjustly while its people were acting rightly.,192,12,3,94,123,6236,Meccan,False,nan,8,"[وما,كان,ربك,ليهلك,ٱلقرى,بظلم,وأهلها,مصلحون]"
11,Hud,هود,Hud,118,1591,ولو شاء ربك لجعل ٱلناس أمة وحدة  ولا يزالون مختلفين,"Had your Lord so willed, He would have certainly made humanity one single community ˹of believers˺, but they will always ˹choose to˺ differ—",192,12,3,94,123,6236,Meccan,False,nan,11,"[ولو,شاء,ربك,لجعل,ٱلناس,أمة,وحدة,,ولا,يزالون,مختلفين]"
11,Hud,هود,Hud,119,1592,إلا من رحم ربك  ولذلك خلقهم  وتمت كلمة ربك لأملأن جهنم من ٱلجنة وٱلناس أجمعين,except those shown mercy by your Lord—and so He created them ˹to choose freely˺. And so the Word of your Lord will be fulfilled: “I will surely fill up Hell with jinn and humans all together.”,192,12,3,94,123,6236,Meccan,False,nan,17,"[إلا,من,رحم,ربك,,ولذلك,خلقهم,,وتمت,كلمة,ربك,لأملأن,جهنم,من,ٱلجنة,وٱلناس,أجمعين]"
11,Hud,هود,Hud,120,1593,وكلا نقص عليك من أنباء ٱلرسل ما نثبت بهۦ فؤادك  وجاءك فى هذه ٱلحق وموعظة وذكرى للمؤمنين,"And We relate to you ˹O Prophet˺ the stories of the messengers to reassure your heart. And there has come to you in this ˹sûrah˺ the truth, a warning ˹to the disbelievers˺, and a reminder to the believers.",192,12,3,94,123,6236,Meccan,False,nan,18,"[وكلا,نقص,عليك,من,أنباء,ٱلرسل,ما,نثبت,بهۦ,فؤادك,,وجاءك,فى,هذه,ٱلحق,وموعظة,وذكرى,للمؤمنين]"
11,Hud,هود,Hud,121,1594,وقل للذين لا يؤمنون ٱعملوا على مكانتكم إنا عملون,"Say to those who disbelieve, “Persist in your ways; we will certainly persist in ours.",192,12,3,94,123,6236,Meccan,False,nan,9,"[وقل,للذين,لا,يؤمنون,ٱعملوا,على,مكانتكم,إنا,عملون]"
11,Hud,هود,Hud,122,1595,وٱنتظروا إنا منتظرون,And wait! Surely we ˹too˺ are waiting.”,192,12,3,94,123,6236,Meccan,False,nan,3,"[وٱنتظروا,إنا,منتظرون]"
11,Hud,هود,Hud,123,1596,ولله غيب ٱلسموت وٱلأرض وإليه يرجع ٱلأمر كلهۥ فٱعبده وتوكل عليه  وما ربك بغفل عما تعملون,To Allah ˹alone˺ belongs the knowledge of what is hidden in the heavens and the earth. And to Him all matters are returned. So worship Him and put your trust in Him. And your Lord is never unaware of what you do.,192,12,3,94,123,6236,Meccan,False,nan,17,"[ولله,غيب,ٱلسموت,وٱلأرض,وإليه,يرجع,ٱلأمر,كلهۥ,فٱعبده,وتوكل,عليه,,وما,ربك,بغفل,عما,تعملون]"
12,Joseph,يوسف,Yusuf,1,1597,الر  تلك ءايت ٱلكتب ٱلمبين,Alif-Lãm-Ra. These are the verses of the clear Book.,193,12,3,94,111,6236,Meccan,False,nan,6,"[الر,,تلك,ءايت,ٱلكتب,ٱلمبين]"
12,Joseph,يوسف,Yusuf,2,1598,إنا أنزلنه قرءنا عربيا لعلكم تعقلون,"Indeed, We have sent it down as an Arabic Quran",193,12,3,94,111,6236,Meccan,False,nan,6,"[إنا,أنزلنه,قرءنا,عربيا,لعلكم,تعقلون]"
12,Joseph,يوسف,Yusuf,3,1599,نحن نقص عليك أحسن ٱلقصص بما أوحينا إليك هذا ٱلقرءان وإن كنت من قبلهۦ لمن ٱلغفلين,"We relate to you ˹O Prophet˺ the best of stories through Our revelation of this Quran, though before this you were totally unaware ˹of them˺.",193,12,3,94,111,6236,Meccan,False,nan,16,"[نحن,نقص,عليك,أحسن,ٱلقصص,بما,أوحينا,إليك,هذا,ٱلقرءان,وإن,كنت,من,قبلهۦ,لمن,ٱلغفلين]"
12,Joseph,يوسف,Yusuf,4,1600,إذ قال يوسف لأبيه يأبت إنى رأيت أحد عشر كوكبا وٱلشمس وٱلقمر رأيتهم لى سجدين,"˹Remember˺ when Joseph said to his father, “O my dear father! Indeed I dreamt of eleven stars, and the sun, and the moon—I saw them prostrating to me!”",193,12,3,94,111,6236,Meccan,False,nan,15,"[إذ,قال,يوسف,لأبيه,يأبت,إنى,رأيت,أحد,عشر,كوكبا,وٱلشمس,وٱلقمر,رأيتهم,لى,سجدين]"
12,Joseph,يوسف,Yusuf,5,1601,قال يبنى لا تقصص رءياك على إخوتك فيكيدوا لك كيدا  إن ٱلشيطن للإنسن عدو مبين,"He replied, “O my dear son! Do not relate your vision to your brothers, or they will devise a plot against you. Surely Satan is a sworn enemy to humankind.",193,12,3,94,111,6236,Meccan,False,nan,16,"[قال,يبنى,لا,تقصص,رءياك,على,إخوتك,فيكيدوا,لك,كيدا,,إن,ٱلشيطن,للإنسن,عدو,مبين]"
12,Joseph,يوسف,Yusuf,6,1602,وكذلك يجتبيك ربك ويعلمك من تأويل ٱلأحاديث ويتم نعمتهۥ عليك وعلى ءال يعقوب كما أتمها على أبويك من قبل إبرهيم وإسحق  إن ربك عليم حكيم,"And so will your Lord choose you ˹O Joseph˺, and teach you the interpretation of dreams, and perfect His favour upon you and the descendants of Jacob—˹just˺ as He once perfected it upon your forefathers, Abraham and Isaac. Surely your Lord is All-Knowing, All-Wise.”",193,12,3,94,111,6236,Meccan,False,nan,26,"[وكذلك,يجتبيك,ربك,ويعلمك,من,تأويل,ٱلأحاديث,ويتم,نعمتهۥ,عليك,وعلى,ءال,يعقوب,كما,أتمها,على,أبويك,من,قبل,إبرهيم,وإسحق,,إن,ربك,عليم,حكيم]"
12,Joseph,يوسف,Yusuf,7,1603,۞ لقد كان فى يوسف وإخوتهۦ ءايت للسائلين,"Indeed, in the story of Joseph and his brothers there are lessons for all who ask.",194,12,3,95,111,6236,Meccan,False,nan,8,"[۞,لقد,كان,فى,يوسف,وإخوتهۦ,ءايت,للسائلين]"
12,Joseph,يوسف,Yusuf,8,1604,إذ قالوا ليوسف وأخوه أحب إلى أبينا منا ونحن عصبة إن أبانا لفى ضلل مبين,"˹Remember˺ when they said ˹to one another˺, “Surely Joseph and his brother ˹Benjamin˺ are more beloved to our father than we, even though we are a group of so many. Indeed, our father is clearly mistaken.",194,12,3,95,111,6236,Meccan,False,nan,15,"[إذ,قالوا,ليوسف,وأخوه,أحب,إلى,أبينا,منا,ونحن,عصبة,إن,أبانا,لفى,ضلل,مبين]"
12,Joseph,يوسف,Yusuf,9,1605,ٱقتلوا يوسف أو ٱطرحوه أرضا يخل لكم وجه أبيكم وتكونوا من بعدهۦ قوما صلحين,"Kill Joseph or cast him out to some ˹distant˺ land so that our father’s attention will be only ours, then after that you may ˹repent and˺ become righteous people!”",194,12,3,95,111,6236,Meccan,False,nan,14,"[ٱقتلوا,يوسف,أو,ٱطرحوه,أرضا,يخل,لكم,وجه,أبيكم,وتكونوا,من,بعدهۦ,قوما,صلحين]"
12,Joseph,يوسف,Yusuf,10,1606,قال قائل منهم لا تقتلوا يوسف وألقوه فى غيبت ٱلجب يلتقطه بعض ٱلسيارة إن كنتم فعلين,"One of them said, “Do not kill Joseph. But if you must do something, throw him into the bottom of a well so perhaps he may be picked up by some travellers.”",194,12,3,95,111,6236,Meccan,False,nan,16,"[قال,قائل,منهم,لا,تقتلوا,يوسف,وألقوه,فى,غيبت,ٱلجب,يلتقطه,بعض,ٱلسيارة,إن,كنتم,فعلين]"
12,Joseph,يوسف,Yusuf,11,1607,قالوا يأبانا ما لك لا تأمنا على يوسف وإنا لهۥ لنصحون,"They said, “O our father! Why do you not trust us with Joseph, although we truly wish him well?",194,12,3,95,111,6236,Meccan,False,nan,11,"[قالوا,يأبانا,ما,لك,لا,تأمنا,على,يوسف,وإنا,لهۥ,لنصحون]"
12,Joseph,يوسف,Yusuf,12,1608,أرسله معنا غدا يرتع ويلعب وإنا لهۥ لحفظون,Send him out with us tomorrow so that he may enjoy himself and play. And we will really watch over him.”,194,12,3,95,111,6236,Meccan,False,nan,8,"[أرسله,معنا,غدا,يرتع,ويلعب,وإنا,لهۥ,لحفظون]"
12,Joseph,يوسف,Yusuf,13,1609,قال إنى ليحزننى أن تذهبوا بهۦ وأخاف أن يأكله ٱلذئب وأنتم عنه غفلون,"He responded, “It would truly sadden me if you took him away with you, and I fear that a wolf may devour him while you are negligent of him.”",194,12,3,95,111,6236,Meccan,False,nan,13,"[قال,إنى,ليحزننى,أن,تذهبوا,بهۦ,وأخاف,أن,يأكله,ٱلذئب,وأنتم,عنه,غفلون]"
12,Joseph,يوسف,Yusuf,14,1610,قالوا لئن أكله ٱلذئب ونحن عصبة إنا إذا لخسرون,"They said, “If a wolf were to devour him, despite our strong group, then we would certainly be losers!”",194,12,3,95,111,6236,Meccan,False,nan,9,"[قالوا,لئن,أكله,ٱلذئب,ونحن,عصبة,إنا,إذا,لخسرون]"
12,Joseph,يوسف,Yusuf,15,1611,فلما ذهبوا بهۦ وأجمعوا أن يجعلوه فى غيبت ٱلجب  وأوحينا إليه لتنبئنهم بأمرهم هذا وهم لا يشعرون,"And so, when they took him away and decided to throw him into the bottom of the well, We inspired him: “˹One day˺ you will remind them of this deed of theirs while they are unaware ˹of who you are˺.”",194,12,3,95,111,6236,Meccan,False,nan,18,"[فلما,ذهبوا,بهۦ,وأجمعوا,أن,يجعلوه,فى,غيبت,ٱلجب,,وأوحينا,إليه,لتنبئنهم,بأمرهم,هذا,وهم,لا,يشعرون]"
12,Joseph,يوسف,Yusuf,16,1612,وجاءو أباهم عشاء يبكون,"Then they returned to their father in the evening, weeping.",194,12,3,95,111,6236,Meccan,False,nan,4,"[وجاءو,أباهم,عشاء,يبكون]"
12,Joseph,يوسف,Yusuf,17,1613,قالوا يأبانا إنا ذهبنا نستبق وتركنا يوسف عند متعنا فأكله ٱلذئب  وما أنت بمؤمن لنا ولو كنا صدقين,"They cried, “Our father! We went racing and left Joseph with our belongings, and a wolf devoured him! But you will not believe us, no matter how truthful we are.”",194,12,3,95,111,6236,Meccan,False,nan,19,"[قالوا,يأبانا,إنا,ذهبنا,نستبق,وتركنا,يوسف,عند,متعنا,فأكله,ٱلذئب,,وما,أنت,بمؤمن,لنا,ولو,كنا,صدقين]"
12,Joseph,يوسف,Yusuf,18,1614,وجاءو على قميصهۦ بدم كذب  قال بل سولت لكم أنفسكم أمرا  فصبر جميل  وٱلله ٱلمستعان على ما تصفون,"And they brought his shirt, stained with false blood. It is Allah’s help that I seek to bear your claims.”",194,12,3,95,111,6236,Meccan,False,nan,21,"[وجاءو,على,قميصهۦ,بدم,كذب,,قال,بل,سولت,لكم,أنفسكم,أمرا,,فصبر,جميل,,وٱلله,ٱلمستعان,على,ما,تصفون]"
12,Joseph,يوسف,Yusuf,19,1615,وجاءت سيارة فأرسلوا واردهم فأدلى دلوهۥ  قال يبشرى هذا غلم  وأسروه بضعة  وٱلله عليم بما يعملون,"And there came some travellers, and they sent their water-boy who let down his bucket into the well. He cried out, “Oh, what a great find! Here is a boy!” And they took him secretly ˹to be sold˺ as merchandise, but Allah is All-Knowing of what they did.",194,12,3,95,111,6236,Meccan,False,nan,19,"[وجاءت,سيارة,فأرسلوا,واردهم,فأدلى,دلوهۥ,,قال,يبشرى,هذا,غلم,,وأسروه,بضعة,,وٱلله,عليم,بما,يعملون]"
12,Joseph,يوسف,Yusuf,20,1616,وشروه بثمن بخس درهم معدودة وكانوا فيه من ٱلزهدين,"They ˹later˺ sold him for a cheap price, just a few silver coins—only wanting to get rid of him.",194,12,3,95,111,6236,Meccan,False,nan,9,"[وشروه,بثمن,بخس,درهم,معدودة,وكانوا,فيه,من,ٱلزهدين]"
12,Joseph,يوسف,Yusuf,21,1617,وقال ٱلذى ٱشترىه من مصر لٱمرأتهۦ أكرمى مثوىه عسى أن ينفعنا أو نتخذهۥ ولدا  وكذلك مكنا ليوسف فى ٱلأرض ولنعلمهۥ من تأويل ٱلأحاديث  وٱلله غالب على أمرهۦ ولكن أكثر ٱلناس لا يعلمون,"The man from Egypt who bought him said to his wife, “Take good care of him, perhaps he may be useful to us or we may adopt him as a son.” This is how We established Joseph in the land, so that We might teach him the interpretation of dreams. Allah’s Will always prevails, but most people do not know.",195,12,3,95,111,6236,Meccan,False,nan,34,"[وقال,ٱلذى,ٱشترىه,من,مصر,لٱمرأتهۦ,أكرمى,مثوىه,عسى,أن,ينفعنا,أو,نتخذهۥ,ولدا,,وكذلك,مكنا,ليوسف,فى,ٱلأرض,ولنعلمهۥ,من,تأويل,ٱلأحاديث,,وٱلله,غالب,على,أمرهۦ,ولكن,أكثر,ٱلناس,لا,يعلمون]"
12,Joseph,يوسف,Yusuf,22,1618,ولما بلغ أشدهۥ ءاتينه حكما وعلما  وكذلك نجزى ٱلمحسنين,"And when he reached maturity, We gave him wisdom and knowledge. This is how We reward the good-doers.",195,12,3,95,111,6236,Meccan,False,nan,10,"[ولما,بلغ,أشدهۥ,ءاتينه,حكما,وعلما,,وكذلك,نجزى,ٱلمحسنين]"
12,Joseph,يوسف,Yusuf,23,1619,ورودته ٱلتى هو فى بيتها عن نفسهۦ وغلقت ٱلأبوب وقالت هيت لك  قال معاذ ٱلله  إنهۥ ربى أحسن مثواى  إنهۥ لا يفلح ٱلظلمون,"And the lady, in whose house he lived, tried to seduce him. She locked the doors ˹firmly˺ and said, “Come to me!” He replied, “Allah is my refuge! It is ˹not right to betray˺ my master, who has taken good care of me. Indeed, the wrongdoers never succeed.”",195,12,3,95,111,6236,Meccan,False,nan,26,"[ورودته,ٱلتى,هو,فى,بيتها,عن,نفسهۦ,وغلقت,ٱلأبوب,وقالت,هيت,لك,,قال,معاذ,ٱلله,,إنهۥ,ربى,أحسن,مثواى,,إنهۥ,لا,يفلح,ٱلظلمون]"
